person_name,role,company,company_country,industry,person_website,company_website,linkedin_profile,company_linkedin,wikidata_person,wikidata_company,info_link,cluster_id,cluster_label,cluster_reason,best_contact_email,best_contact_url,best_contact_type,sources
Joseph Lauder,Founder,Estée Lauder Companies,France,cosmetics industry,,http://www.elcompanies.com/,,,http://www.wikidata.org/entity/Q111585467,http://www.wikidata.org/entity/Q1260606,https://www.google.com/search?q=Joseph+Lauder+Est%C3%A9e+Lauder+Companies,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,http://www.elcompanies.com/en/investors,investor_relations,wikidata
Urban Nation,Founder,ArtPark Tegel,Germany,,https://urban-nation.com,,,,http://www.wikidata.org/entity/Q111594396,http://www.wikidata.org/entity/Q111594080,https://www.google.com/search?q=Urban+Nation+ArtPark+Tegel,C0055,,Shared group: industries=; countries=Germany; companies=ArtPark Tegel,,,,wikidata
Hans Henkel,CEO,Tobis Film,Germany,leisure park industry,,,,,http://www.wikidata.org/entity/Q111621117,http://www.wikidata.org/entity/Q2438131,https://www.google.com/search?q=Hans+Henkel+Tobis+Film,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Jérôme Combe,Founder,Fortiche,France,production de films et de programmes pour la télévision,,https://forticheprod.com,https://www.linkedin.com/in/jerome-combe-517849b,https://www.linkedin.com/company/fortiche-production,http://www.wikidata.org/entity/Q111647442,http://www.wikidata.org/entity/Q109655891,https://www.google.com/search?q=J%C3%A9r%C3%B4me+Combe+Fortiche,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",contact@forticheprod.com.Intra,https://forticheprod.com/legal-terms/,press,wikidata
Georges Volland,Founder,Société Industrielle Pour l’Aéronautique,France,,,,,,http://www.wikidata.org/entity/Q111660587,http://www.wikidata.org/entity/Q1358810,https://www.google.com/search?q=Georges+Volland+Soci%C3%A9t%C3%A9+Industrielle+Pour+l%E2%80%99A%C3%A9ronautique,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Hermann Julius Grüneberg,Founder,Chemische Fabrik Kalk,Germany,chemical industry,,http://www.cfk-gmbh.com/de/,,,http://www.wikidata.org/entity/Q111815,http://www.wikidata.org/entity/Q1069417,https://www.google.com/search?q=Hermann+Julius+Gr%C3%BCneberg+Chemische+Fabrik+Kalk,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",info-cfk@k-plus-s.com,http://www.cfk-gmbh.com/de-de/impressum/,press,wikidata
Marc Constantin Fraissinet,Founder,Compagnie Fraissinet,France,water transport,,,,,http://www.wikidata.org/entity/Q111830217,http://www.wikidata.org/entity/Q17510747,https://www.google.com/search?q=Marc+Constantin+Fraissinet+Compagnie+Fraissinet,C0010,,"Shared group: industries=water transport, international trade; countries=Germany, France; companies=Reederei Norden-Frisia, Horn-Linie",,,,wikidata
Günther Laukien,Founder,Bruker,Germany,,,http://www.bruker.com,,,http://www.wikidata.org/entity/Q111863,http://www.wikidata.org/entity/Q431454,https://www.google.com/search?q=G%C3%BCnther+Laukien+Bruker,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",privacy@bruker.com,http://www.bruker.com/en/legal/cookie.html,press,wikidata
Francois-Victor Boullanger,Founder,Boullanger,France,,,,,,http://www.wikidata.org/entity/Q111902361,http://www.wikidata.org/entity/Q110476297,https://www.google.com/search?q=Francois-Victor+Boullanger+Boullanger,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Jean Pierre Crousse,Founder,Barclay & Crousse Architecture,France,,,https://www.barclaycrousse.com/?msclkid=a0219588cea111ecbf22a2016c451b90,,,http://www.wikidata.org/entity/Q111905164,http://www.wikidata.org/entity/Q111904264,https://www.google.com/search?q=Jean+Pierre+Crousse+Barclay+%26+Crousse+Architecture,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",info@barclaycrousse.com,https://www.barclaycrousse.com/contact,contact,wikidata
Daniel Blau,Founder,Galerie Daniel Blau,Germany,,https://danielblau.com/,,,,http://www.wikidata.org/entity/Q111971567,http://www.wikidata.org/entity/Q1160103,https://www.google.com/search?q=Daniel+Blau+Galerie+Daniel+Blau,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Simon Bernard,Founder,Plastic Odyssey,France,,,https://plasticodyssey.org/,,,http://www.wikidata.org/entity/Q111992953,http://www.wikidata.org/entity/Q113840397,https://www.google.com/search?q=Simon+Bernard+Plastic+Odyssey,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",contact@plasticodyssey.org,https://plasticodyssey.org/mentions-legales/,legal,wikidata
Siegmund Oppenheim,Founder,VSM Vereinigte Schmirgel- und Maschinen-Fabriken AG,Germany,production of abrasive products,,https://www.vsmabrasives.com,,,http://www.wikidata.org/entity/Q112040261,http://www.wikidata.org/entity/Q2506538,https://www.google.com/search?q=Siegmund+Oppenheim+VSM+Vereinigte+Schmirgel-+und+Maschinen-Fabriken+AG,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",sales@vsmabrasives.com,https://www.vsmabrasives.com/en/products/vsm-actirox,investor_relations,wikidata
Joseph Borne,Founder,Q131553224,France,,,,,,http://www.wikidata.org/entity/Q112042957,http://www.wikidata.org/entity/Q131553224,https://www.google.com/search?q=Joseph+Borne+Q131553224,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Marguerite Lescène,Founder,Q131553224,France,,,,,,http://www.wikidata.org/entity/Q112055997,http://www.wikidata.org/entity/Q131553224,https://www.google.com/search?q=Marguerite+Lesc%C3%A8ne+Q131553224,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Paul Dubray,Founder,Agence de presse Mondial Photo-Presse,France,,,,,,http://www.wikidata.org/entity/Q112148114,http://www.wikidata.org/entity/Q18507701,https://www.google.com/search?q=Paul+Dubray+Agence+de+presse+Mondial+Photo-Presse,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Hector-François Labouche,Founder,Cartes Postales Labouche,France,,,,,,http://www.wikidata.org/entity/Q112166577,http://www.wikidata.org/entity/Q3214527,https://www.google.com/search?q=Hector-Fran%C3%A7ois+Labouche+Cartes+Postales+Labouche,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Lucien Labouche,Founder,Cartes Postales Labouche,France,,,,,,http://www.wikidata.org/entity/Q112166585,http://www.wikidata.org/entity/Q3214527,https://www.google.com/search?q=Lucien+Labouche+Cartes+Postales+Labouche,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Torben Bang,CEO,Siemens Gamesa,Germany,wind power,,https://www.siemensgamesa.com/,,,http://www.wikidata.org/entity/Q112190692,http://www.wikidata.org/entity/Q1493131,https://www.google.com/search?q=Torben+Bang+Siemens+Gamesa,C0056,,Shared group: industries=wind power; countries=Germany; companies=Siemens Gamesa,info@siemensgamesa.com,https://www.siemensgamesa.com/global/en/home/about-us.html,other,wikidata
Thomas Schulz,CEO,Bilfinger SE,Germany,construction,,https://www.bilfinger.com/,,,http://www.wikidata.org/entity/Q112190710,http://www.wikidata.org/entity/Q284672,https://www.google.com/search?q=Thomas+Schulz+Bilfinger+SE,C0016,,"Shared group: industries=construction; countries=Germany; companies=Züblin, Bilfinger SE",,,,wikidata
Jens Birgersson,CEO,Brenntag,Germany,wholesale,,https://www.brenntag.com/,,,http://www.wikidata.org/entity/Q112190877,http://www.wikidata.org/entity/Q828445,https://www.google.com/search?q=Jens+Birgersson+Brenntag,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Jacques Bouthier,Founder,ASSU 2000,France,,,https://agence.assu2000.fr/,,,http://www.wikidata.org/entity/Q112231827,http://www.wikidata.org/entity/Q126596934,https://www.google.com/search?q=Jacques+Bouthier+ASSU+2000,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,https://agence.assu2000.fr/pays-de-la-loire,investor_relations,wikidata
Gérard Godfroy,Founder,Godfroy Design,France,autres activités de soutien aux entreprises n.c.a.,,,,,http://www.wikidata.org/entity/Q112302872,http://www.wikidata.org/entity/Q112303091,https://www.google.com/search?q=G%C3%A9rard+Godfroy+Godfroy+Design,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Oliver Scheel,CEO,apo.com Group Holding GmbH | apodiscounter | apodiscounter | apodiscounter | apodiscounter | apodiscounter | apodiscounter | apodiscounter | apodiscounter,Germany,e-health,,,https://www.linkedin.com/in/oliverscheel,,http://www.wikidata.org/entity/Q112359048,http://www.wikidata.org/entity/Q135900153,https://www.google.com/search?q=Oliver+Scheel+apo.com+Group+Holding+GmbH,C0040,,"Shared group: industries=e-health; countries=Germany; companies=apo.com Group Holding GmbH, apodiscounter",,,,wikidata
Susanne Aeckerle,Founder,Lillemors Women's Bookstore,Germany,,,http://www.frauenliteratur.de/,,,http://www.wikidata.org/entity/Q112381325,http://www.wikidata.org/entity/Q18814916,https://www.google.com/search?q=Susanne+Aeckerle+Lillemors+Women%27s+Bookstore,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@dailylead.de,https://www.frauenliteratur.de/impressum/,press,wikidata
Rüdiger Kramm,Founder,Kramm + Strigl,Germany,,,,,,http://www.wikidata.org/entity/Q112424547,http://www.wikidata.org/entity/Q130483993,https://www.google.com/search?q=R%C3%BCdiger+Kramm+Kramm+%2B+Strigl,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Michael Schumacher,Founder,schneider+schumacher,Germany,,,,,,http://www.wikidata.org/entity/Q112435719,http://www.wikidata.org/entity/Q1487036,https://www.google.com/search?q=Michael+Schumacher+schneider%2Bschumacher,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Harald Schützeichel,CEO,S.A.G. Solarstrom,Germany,,,http://www.solarstromag.com/,,,http://www.wikidata.org/entity/Q112457247,http://www.wikidata.org/entity/Q2204473,https://www.google.com/search?q=Harald+Sch%C3%BCtzeichel+S.A.G.+Solarstrom,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Georges Ramié,Founder,Atelier Madoura,France,,,http://www.madoura.com/,,,http://www.wikidata.org/entity/Q112483203,http://www.wikidata.org/entity/Q108513035,https://www.google.com/search?q=Georges+Rami%C3%A9+Atelier+Madoura,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Ingrid Dacić,Founder,Ingrid Dacić gallery,Germany,,,,,,http://www.wikidata.org/entity/Q112539745,http://www.wikidata.org/entity/Q116225130,https://www.google.com/search?q=Ingrid+Daci%C4%87+Ingrid+Daci%C4%87+gallery,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Stefan Maurer,CEO,fph GmbH,Germany,,,https://www.fph.berlin/,,https://www.linkedin.com/company/fph-gmbh,http://www.wikidata.org/entity/Q112544144,http://www.wikidata.org/entity/Q122365287,https://www.google.com/search?q=Stefan+Maurer+fph+GmbH,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",miriam.ehrlinspiel@fph.berlin,https://www.fph.berlin/,investor_relations,wikidata
André Lotz,Founder,BN Biscuit,France,,,https://www.bn-biscuits.com/,,,http://www.wikidata.org/entity/Q112662745,http://www.wikidata.org/entity/Q2904651,https://www.google.com/search?q=Andr%C3%A9+Lotz+BN+Biscuit,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,https://www.bn-biscuits.com/fr/mentions-sanitaires,investor_relations,wikidata
Franz-Josef Wernze,Founder,ETL Group,Germany,tax advisor,,https://www.etl.de,,https://www.linkedin.com/company/etl-gruppe,http://www.wikidata.org/entity/Q112664517,http://www.wikidata.org/entity/Q22691806,https://www.google.com/search?q=Franz-Josef+Wernze+ETL+Group,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",kontakt@etl.de,https://www.etl.de/leistungen/wirtschaftspruefung/,investor_relations,wikidata
Muriel Ferrari,Founder,"Café des Artisans, Le Bouchon de Muriel",France,bar,,,,,http://www.wikidata.org/entity/Q112675967,http://www.wikidata.org/entity/Q117069440,https://www.google.com/search?q=Muriel+Ferrari+Caf%C3%A9+des+Artisans%2C+Le+Bouchon+de+Muriel,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Conrad Freytag,Founder,Wayss & Freytag,Germany,construction,,http://www.wf-ingbau.de,,,http://www.wikidata.org/entity/Q1126785,http://www.wikidata.org/entity/Q2553135,https://www.google.com/search?q=Conrad+Freytag+Wayss+%26+Freytag,C0016,,"Shared group: industries=construction; countries=Germany; companies=Züblin, Bilfinger SE",grossprojekte@wf-ib.de,http://www.wf-ingbau.de/kontakt/,press,wikidata
Vincent Espagno,Founder,Espagno Milani architectes associés,France,,,http://espagno-milani.fr/,,,http://www.wikidata.org/entity/Q112819178,http://www.wikidata.org/entity/Q112819118,https://www.google.com/search?q=Vincent+Espagno+Espagno+Milani+architectes+associ%C3%A9s,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
